Event,MainFaultTypeAFaultTypeB
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodFault1Good
Normal,GoodFault2Good
Normal,GoodFault3Good
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodFault1Good
Cold,GoodFault2Good
Normal,GoodFault3Good
Cold,GoodFault1Good
Normal,GoodFault2Good
Normal,GoodFault3Good
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodFault1Good
Normal,GoodFault2Good
Normal,GoodFault3Fault1
Normal,GoodGoodFault2
Hot,GoodGoodFault3
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodFault1Good
Cold,GoodFault2Good
Cold,GoodFault3Good
Normal,GoodGoodGood
Hot,GoodGoodFault1
Normal,GoodGoodFault2
Hot,GoodGoodFault3
Normal,GoodGoodFault1
Hot,GoodGoodFault2
Normal,GoodGoodFault3
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodFault1Good
Normal,GoodFault2Good
Normal,GoodFault3Good
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodFault1Good
Normal,GoodFault2Good
Normal,GoodFault3Good
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodFault1Good
Cold,GoodFault2Good
Cold,GoodFault3Good
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodFault1
Hot,GoodGoodFault2
Normal,GoodGoodFault3
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodFault1Good
Normal,GoodFault2Good
Cold,GoodFault3Good
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodFault1
Normal,GoodGoodFault2
Hot,GoodGoodFault3
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodFault1Good
Hot,GoodFault2Good
Normal,GoodFault3Good
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodFault1Good
Cold,GoodFault2Good
Normal,GoodFault3Good
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodFault1
Hot,GoodGoodFault2
Hot,GoodGoodFault3
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodFault1Good
Normal,GoodFault2Good
Hot,GoodFault3Good
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodFault1
Normal,GoodGoodFault2
Normal,GoodGoodFault3
Normal,GoodGoodFault1
Hot,GoodGoodFault2
Normal,GoodGoodFault3
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodFault1Good
Normal,GoodFault2Good
Cold,GoodFault3Good
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodFault1
Normal,GoodGoodFault2
Hot,GoodGoodFault3
Normal,GoodGoodFault1
Normal,GoodGoodFault2
Hot,GoodGoodFault3
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodFault1Good
Normal,GoodFault2Good
Hot,GoodFault3Good
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodFault1Good
Cold,GoodFault2Good
Cold,GoodFault3Good
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodFault1Good
Normal,GoodFault2Good
Normal,GoodFault3Good
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodFault1Good
Hot,GoodFault2Good
Normal,GoodFault3Good
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodFault1
Hot,GoodGoodFault2
Normal,GoodGoodFault3
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodFault1Good
Cold,GoodFault2Good
Normal,GoodFault3Good
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodFault1Good
Cold,GoodFault2Good
Cold,GoodFault3Good
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodFault1Good
Cold,GoodFault2Good
Normal,GoodFault3Good
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodFault1
Normal,GoodGoodFault2
Normal,GoodGoodFault3
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodFault1
Hot,GoodFault1Fault2
Hot,GoodFault2Fault3
Normal,GoodFault3Good
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodFault1
Hot,GoodGoodFault2
Hot,GoodGoodFault3
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodFault1
Normal,GoodGoodFault2
Hot,GoodGoodFault3
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodFault1Good
Cold,GoodFault2Good
Cold,GoodFault3Good
Cold,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Normal,GoodGoodGood
Cold,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Cold,GoodGoodGood
Hot,GoodGoodGood
Hot,GoodGoodGood
Normal,GoodGoodGood
